batting_team,bowling_team,venue,season,target,over,runs_scored,wickets_lost,runs_needed,balls_left,crr,rrr,result
Gujarat Lions,Mumbai Indians,Wankhede Stadium,2016,144,10,80,2,64,51,8.0,7.53,1
Gujarat Lions,Mumbai Indians,Wankhede Stadium,2016,144,11,83,3,61,45,7.55,8.13,1
Gujarat Lions,Mumbai Indians,Wankhede Stadium,2016,144,12,87,4,57,39,7.25,8.77,1
Gujarat Lions,Mumbai Indians,Wankhede Stadium,2016,144,13,90,4,54,33,6.92,9.82,1
Gujarat Lions,Mumbai Indians,Wankhede Stadium,2016,144,14,99,4,45,27,7.07,10.0,1
Gujarat Lions,Mumbai Indians,Wankhede Stadium,2016,144,15,109,4,35,21,7.27,10.0,1
Gujarat Lions,Mumbai Indians,Wankhede Stadium,2016,144,16,121,5,23,15,7.56,9.2,1
Gujarat Lions,Mumbai Indians,Wankhede Stadium,2016,144,17,131,5,13,8,7.71,9.75,1
Gujarat Lions,Mumbai Indians,Wankhede Stadium,2016,144,18,133,7,11,2,7.39,33.0,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,1,16,0,137,106,16.0,7.75,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,2,26,0,127,100,13.0,7.62,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,3,30,0,123,94,10.0,7.85,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,4,43,0,110,88,10.75,7.5,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,5,50,0,103,82,10.0,7.54,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,6,54,0,99,76,9.0,7.82,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,7,58,0,95,70,8.29,8.14,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,8,64,0,89,64,8.0,8.34,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,9,71,0,82,58,7.89,8.48,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,10,86,0,67,52,8.6,7.73,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,11,96,0,57,46,8.73,7.43,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,12,100,1,53,40,8.33,7.95,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,13,103,1,50,34,7.92,8.82,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,14,112,3,41,28,8.0,8.79,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,15,118,3,35,22,7.87,9.55,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,16,131,4,22,16,8.19,8.25,1
Punjab Kings,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,153,17,144,4,9,10,8.47,5.4,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,1,24,1,168,106,24.0,9.51,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,2,33,1,159,100,16.5,9.54,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,3,42,1,150,93,14.0,9.68,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,4,50,1,142,87,12.5,9.79,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,5,51,2,141,81,10.2,10.44,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,6,62,2,130,75,10.33,10.4,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,7,67,2,125,68,9.57,11.03,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,8,81,2,111,62,10.12,10.74,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,9,93,2,99,56,10.33,10.61,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,10,100,2,92,50,10.0,11.04,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,11,105,2,87,44,9.55,11.86,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,12,116,2,76,37,9.67,12.32,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,13,136,2,56,30,10.46,11.2,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,14,146,2,46,24,10.43,11.5,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,15,158,2,34,18,10.53,11.33,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,16,171,2,21,12,10.69,10.5,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,192,17,183,2,9,5,10.76,10.8,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,1,14,1,129,107,14.0,7.23,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,2,22,1,121,101,11.0,7.19,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,3,25,1,118,95,8.33,7.45,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,4,29,1,114,89,7.25,7.69,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,5,33,1,110,82,6.6,8.05,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,6,37,1,106,75,6.17,8.48,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,7,49,1,94,69,7.0,8.17,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,8,56,1,87,63,7.0,8.29,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,9,66,1,77,57,7.33,8.11,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,10,70,2,73,51,7.0,8.59,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,11,83,2,60,45,7.55,8.0,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,12,91,2,52,39,7.58,8.0,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,13,99,2,44,33,7.62,8.0,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,14,108,3,35,27,7.71,7.78,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,15,122,3,21,21,8.13,6.0,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,143,16,133,3,10,15,8.31,4.0,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,1,20,0,119,107,20.0,6.67,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,2,33,0,106,101,16.5,6.3,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,3,44,0,95,95,14.67,6.0,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,4,55,0,84,88,13.75,5.73,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,5,65,0,74,82,13.0,5.41,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,6,72,0,67,76,12.0,5.29,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,7,80,0,59,70,11.43,5.06,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,8,83,1,56,64,10.38,5.25,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,9,93,1,46,58,10.33,4.76,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,10,98,2,41,52,9.8,4.73,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,11,107,2,32,46,9.73,4.17,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,12,110,2,29,40,9.17,4.35,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,13,112,3,27,34,8.62,4.76,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,14,117,3,22,28,8.36,4.71,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,15,124,4,15,22,8.27,4.09,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,139,16,137,4,2,15,8.56,0.8,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,1,8,1,163,108,8.0,9.06,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,2,14,1,157,102,7.0,9.24,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,3,24,1,147,96,8.0,9.19,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,4,43,1,128,89,10.75,8.63,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,5,51,1,120,82,10.2,8.78,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,6,60,1,111,76,10.0,8.76,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,7,65,1,106,70,9.29,9.09,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,8,70,1,101,64,8.75,9.47,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,9,81,1,90,58,9.0,9.31,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,10,89,2,82,52,8.9,9.46,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,11,97,2,74,46,8.82,9.65,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,12,109,3,62,40,9.08,9.3,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,13,115,3,56,34,8.85,9.88,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,14,128,3,43,28,9.14,9.21,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,15,143,4,28,21,9.53,8.0,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2016,171,16,157,4,14,15,9.81,5.6,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,1,23,0,113,106,23.0,6.4,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,2,30,0,106,99,15.0,6.42,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,3,48,0,88,93,16.0,5.68,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,4,53,0,83,87,13.25,5.72,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,5,63,0,73,81,12.6,5.41,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,6,70,0,66,75,11.67,5.28,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,7,76,0,60,68,10.86,5.29,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,8,86,0,50,62,10.75,4.84,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,9,96,0,40,55,10.67,4.36,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,10,100,0,36,49,10.0,4.41,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,11,112,0,24,43,10.18,3.35,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,12,116,0,20,37,9.67,3.24,1
Sunrisers Hyderabad,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,136,13,125,0,11,31,9.62,2.13,1
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,1,12,2,174,108,12.0,9.67,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,2,18,3,168,101,9.0,9.98,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,3,23,3,163,95,7.67,10.29,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,4,32,3,154,88,8.0,10.5,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,5,36,3,150,82,7.2,10.98,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,6,41,3,145,76,6.83,11.45,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,7,53,3,133,70,7.57,11.4,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,8,65,3,121,64,8.12,11.34,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,9,73,3,113,58,8.11,11.69,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,10,80,3,106,52,8.0,12.23,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,11,86,3,100,46,7.82,13.04,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,12,94,3,92,40,7.83,13.8,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,13,102,3,84,33,7.85,15.27,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,14,115,4,71,27,8.21,15.78,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,15,121,5,65,20,8.07,19.5,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,16,136,5,50,12,8.5,25.0,0
Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2016,186,17,161,5,25,6,9.47,25.0,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,1,13,1,152,108,13.0,8.44,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,2,32,1,133,102,16.0,7.82,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,3,45,1,120,96,15.0,7.5,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,4,47,1,118,90,11.75,7.87,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,5,52,1,113,84,10.4,8.07,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,6,57,1,108,78,9.5,8.31,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,7,60,1,105,72,8.57,8.75,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,8,70,2,95,66,8.75,8.64,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,9,78,2,87,60,8.67,8.7,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,10,84,2,81,54,8.4,9.0,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,11,98,2,67,48,8.91,8.38,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,12,104,3,61,42,8.67,8.71,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,13,109,3,56,36,8.38,9.33,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,14,114,4,51,30,8.14,10.2,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,15,118,4,47,24,7.87,11.75,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,16,123,4,42,18,7.69,14.0,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,17,133,4,32,11,7.82,17.45,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,2016,165,18,144,5,21,4,8.0,31.5,0
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,1,12,0,132,108,12.0,7.33,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,2,30,0,114,102,15.0,6.71,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,3,47,0,97,96,15.67,6.06,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,4,58,0,86,90,14.5,5.73,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,5,65,0,79,84,13.0,5.64,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,6,75,0,69,77,12.5,5.38,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,7,78,0,66,70,11.14,5.66,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,8,87,0,57,63,10.88,5.43,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,9,90,2,54,57,10.0,5.68,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,10,95,2,49,51,9.5,5.76,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,11,98,2,46,45,8.91,6.13,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,12,109,2,35,39,9.08,5.38,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,13,115,3,29,33,8.85,5.27,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,14,119,3,25,27,8.5,5.56,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,15,129,3,15,21,8.6,4.29,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",2016,144,16,139,5,5,13,8.69,2.31,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,1,15,0,166,107,15.0,9.31,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,2,31,0,150,100,15.5,9.0,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,3,41,0,140,94,13.67,8.94,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,4,47,0,134,88,11.75,9.14,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,5,72,1,109,81,14.4,8.07,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,6,78,1,103,75,13.0,8.24,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,7,83,1,98,69,11.86,8.52,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,8,87,2,94,63,10.88,8.95,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,9,95,2,86,57,10.56,9.05,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,10,102,2,79,51,10.2,9.29,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,11,113,2,68,44,10.27,9.27,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,12,121,2,60,38,10.08,9.47,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,13,130,2,51,32,10.0,9.56,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,14,136,2,45,26,9.71,10.38,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,15,142,3,39,20,9.47,11.7,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,16,154,3,27,13,9.62,12.46,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,17,160,3,21,7,9.41,18.0,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016,181,18,174,3,7,1,9.67,42.0,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,1,21,1,140,107,21.0,7.85,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,2,31,2,130,101,15.5,7.72,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,3,42,2,119,93,14.0,7.68,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,4,49,2,112,87,12.25,7.72,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,5,59,2,102,80,11.8,7.65,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,6,62,3,99,74,10.33,8.03,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,7,68,3,93,68,9.71,8.21,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,8,72,3,89,62,9.0,8.61,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,9,78,3,83,56,8.67,8.89,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,10,81,3,80,50,8.1,9.6,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,11,89,3,72,44,8.09,9.82,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,12,97,3,64,38,8.08,10.11,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,13,110,3,51,31,8.46,9.87,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,14,114,4,47,25,8.14,11.28,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,15,119,5,42,19,7.93,13.26,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,16,136,5,25,12,8.5,12.5,1
Kolkata Knight Riders,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2016,161,17,143,6,18,6,8.41,18.0,1
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,1,10,0,180,108,10.0,10.0,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,2,21,1,169,102,10.5,9.94,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,3,28,1,162,96,9.33,10.12,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,4,33,2,157,90,8.25,10.47,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,5,40,2,150,84,8.0,10.71,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,6,50,2,140,78,8.33,10.77,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,7,57,2,133,72,8.14,11.08,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,8,68,2,122,66,8.5,11.09,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,9,75,2,115,60,8.33,11.5,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,10,88,2,102,54,8.8,11.33,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,11,95,2,95,48,8.64,11.88,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,12,102,2,88,42,8.5,12.57,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,13,112,2,78,36,8.62,13.0,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,14,121,3,69,30,8.64,13.8,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,15,133,3,57,24,8.87,14.25,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,16,139,3,51,18,8.69,17.0,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,17,141,5,49,12,8.29,24.5,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,190,18,151,7,39,3,8.39,78.0,0
Delhi Capitals,Gujarat Lions,Feroz Shah Kotla,2016,173,1,2,1,171,108,2.0,9.5,0
Delhi Capitals,Gujarat Lions,Feroz Shah Kotla,2016,173,2,7,1,166,102,3.5,9.76,0
Delhi Capitals,Gujarat Lions,Feroz Shah Kotla,2016,173,3,16,3,157,96,5.33,9.81,0
Delhi Capitals,Gujarat Lions,Feroz Shah Kotla,2016,173,4,19,3,154,90,4.75,10.27,0
Delhi Capitals,Gujarat Lions,Feroz Shah Kotla,2016,173,5,22,3,151,84,4.4,10.79,0
Delhi Capitals,Gujarat Lions,Feroz Shah Kotla,2016,173,6,28,3,145,78,4.67,11.15,0
Delhi Capitals,Gujarat Lions,Feroz Shah Kotla,2016,173,7,38,3,135,72,5.43,11.25,0
Delhi Capitals,Gujarat Lions,Feroz Shah Kotla,2016,173,8,43,3,130,66,5.38,11.82,0
